student_name,country,university_ranking_band,university_name,specialization,industry,company_name
Hiroshi C. Kelly,Germany,Top 100,Technical Technical University of Excellence,AI/ML,Finance,General Corp
Helen A. Rivera,USA,300+,Eastern Community College,Core CS,Other,Government Agency
Cynthia E. Rodriguez,UK,300+,Imperial Higher Learning Center,Data Science,Manufacturing,General Electric
Angela C. Garcia,USA,100-300,Western State University,Cloud,Tech,IBM
Li V. Ramos,Germany,100-300,Frankfurt Applied Science University,Cybersecurity,Manufacturing,BMW
Anthony Y. Rodriguez,UK,300+,Imperial Higher Learning Center,Data Science,Tech,Google
Aaron Y. Robinson,Canada,Top 100,Northern University of Excellence,Core CS,Manufacturing,General Electric
Kathleen L. Perez,Germany,100-300,Frankfurt Applied Science University,AI/ML,Finance,General Corp
Donna K. Jackson,UK,100-300,Northern State University,Cloud,Consulting,Deloitte
Carol K. Hughes,UK,100-300,Northern State University,Cybersecurity,Consulting,Bain & Company
Kevin M. Walker,India,300+,Technical Technology and Science,AI/ML,Other,Standard Bank
Barbara E. Mitchell,Canada,300+,Northern Community College,Data Science,Tech,NVIDIA
Michael W. Martin,UK,100-300,Northern State University,Core CS,Manufacturing,BMW
Daniel M. Murphy,USA,100-300,Western State University,Cybersecurity,Healthcare,Medtronic
Deborah S. Morgan,Canada,100-300,Great Lakes Polytechnic Institute,Cybersecurity,Healthcare,Pfizer
Betty G. Diaz,Canada,300+,Northern Community College,AI/ML,Manufacturing,Toyota
Frank M. Mendoza,Germany,Top 100,Technical Technical University of Excellence,Cloud,Other,Retail Corp
Nicholas S. Garcia,Canada,300+,Northern Community College,Core CS,Consulting,McKinsey & Company
James R. Parker,Canada,Top 100,Northern University of Excellence,Cloud,Consulting,McKinsey & Company
Edward Y. Patel,India,300+,Technical Technology and Science,Cloud,Consulting,Capgemini
Michael Q. Rivera,Canada,300+,Northern Community College,Cloud,Manufacturing,General Electric
Yuki I. Richardson,UK,300+,Imperial Higher Learning Center,AI/ML,Manufacturing,General Electric
Larry I. Alvarez,USA,300+,Eastern Community College,Cloud,Consulting,EY
Jonathan A. Ramos,India,100-300,Delhi Technology and Science,Cybersecurity,Manufacturing,Boeing
Mark Q. Kim,India,300+,Technical Technology and Science,Core CS,Consulting,Deloitte
Ashley I. Taylor,India,300+,Technical Technology and Science,Cybersecurity,Manufacturing,Samsung
Larry E. Walker,India,300+,Technical Technology and Science,Data Science,Manufacturing,General Electric
Ronald Y. Stewart,Germany,100-300,Frankfurt Applied Science University,Cloud,Finance,General Corp
Hiroshi P. Ward,India,100-300,Delhi Technology and Science,Cloud,Manufacturing,Caterpillar
Jerry A. Anderson,Germany,300+,Berlin Regional University,AI/ML,Finance,General Corp
Julie G. Hall,Germany,100-300,Frankfurt Applied Science University,AI/ML,Manufacturing,Lockheed Martin
Frank V. Gomez,Canada,300+,Northern Community College,Data Science,Other,Non-Profit Org
Angela A. Wilson,USA,100-300,Western State University,Core CS,Healthcare,Medtronic
Laura A. Torres,Canada,Top 100,Northern University of Excellence,Cybersecurity,Manufacturing,General Electric
Matthew M. Hall,Germany,100-300,Frankfurt Applied Science University,Core CS,Healthcare,AstraZeneca
Nicole U. Walker,Canada,300+,Northern Community College,Data Science,Other,Retail Corp
Kathleen X. Nguyen,UK,300+,Imperial Higher Learning Center,Core CS,Manufacturing,Honda
Sandra N. Hall,India,300+,Technical Technology and Science,AI/ML,Finance,General Corp
Jonathan Y. Gutierrez,India,Top 100,Indian Institute of Advanced Technology,Cybersecurity,Manufacturing,Siemens
Margaret E. Garcia,Germany,100-300,Frankfurt Applied Science University,Cybersecurity,Tech,Tesla
Scott H. Gomez,Canada,100-300,Great Lakes Polytechnic Institute,Cloud,Tech,Oracle
Benjamin O. Brown,UK,Top 100,Northern Research University,Cloud,Tech,Amazon
Brian N. Hill,UK,Top 100,Northern Research University,AI/ML,Healthcare,Merck
Aaron M. Nelson,UK,Top 100,Northern Research University,Cloud,Healthcare,AstraZeneca
Larry R. Ramos,Germany,100-300,Frankfurt Applied Science University,Cloud,Other,Non-Profit Org
Karen W. Diaz,Canada,300+,Northern Community College,AI/ML,Other,Non-Profit Org
Betty S. Adams,UK,300+,Imperial Higher Learning Center,Core CS,Consulting,KPMG
Hans Y. Kim,UK,100-300,Northern State University,Core CS,Finance,General Corp
Angela M. Morris,Canada,100-300,Great Lakes Polytechnic Institute,Data Science,Manufacturing,Samsung
Aaron P. Ward,Canada,Top 100,Northern University of Excellence,Cybersecurity,Other,Global Logistics
Ashley G. Hill,India,Top 100,Indian Institute of Advanced Technology,Core CS,Tech,Intel
Gary H. Hernandez,USA,100-300,Western State University,AI/ML,Healthcare,Sanofi
Aaron U. Morales,USA,100-300,Western State University,Cybersecurity,Manufacturing,Caterpillar
Shirley J. Patel,UK,100-300,Northern State University,Data Science,Other,Standard Bank
Angela I. Kelly,Canada,300+,Northern Community College,Cybersecurity,Other,Local Startup
Jeffrey E. Gonzalez,India,100-300,Delhi Technology and Science,Cloud,Manufacturing,Caterpillar
Betty V. Lee,Germany,100-300,Frankfurt Applied Science University,AI/ML,Finance,General Corp
Mark Z. Chavez,USA,100-300,Western State University,Data Science,Other,Standard Bank
Elizabeth C. Turner,USA,100-300,Western State University,Data Science,Healthcare,Johnson & Johnson
Kathleen R. Gomez,Canada,100-300,Great Lakes Polytechnic Institute,Data Science,Tech,Amazon
Greta C. Miller,Germany,Top 100,Technical Technical University of Excellence,AI/ML,Consulting,Deloitte
Jack D. Collins,USA,Top 100,Federal Research University,Data Science,Other,Educational Institution
Joseph F. Cook,India,100-300,Delhi Technology and Science,Cloud,Tech,Google
Helen H. Patel,USA,100-300,Western State University,Cloud,Other,Standard Bank
Samuel M. Stewart,Canada,Top 100,Northern University of Excellence,Core CS,Manufacturing,Toyota
Melissa S. Cruz,Canada,300+,Northern Community College,Data Science,Healthcare,Johnson & Johnson
Jessica J. Phillips,Germany,Top 100,Technical Technical University of Excellence,Cybersecurity,Tech,Salesforce
Anthony B. Garcia,USA,300+,Eastern Community College,Data Science,Consulting,PwC
Scott H. Gutierrez,Germany,Top 100,Technical Technical University of Excellence,Cybersecurity,Finance,General Corp
Frank B. Thompson,USA,100-300,Western State University,Cloud,Healthcare,Mayo Clinic
Raymond C. Foster,UK,100-300,Northern State University,Cloud,Tech,Amazon
Carol P. Miller,USA,100-300,Western State University,Cloud,Manufacturing,Lockheed Martin
Gary E. Wood,Canada,300+,Northern Community College,AI/ML,Manufacturing,Siemens
John Y. Evans,Canada,100-300,Great Lakes Polytechnic Institute,Cybersecurity,Healthcare,Roche
Ashley F. Peterson,UK,100-300,Northern State University,Core CS,Finance,General Corp
Eric L. Jackson,USA,300+,Eastern Community College,Data Science,Healthcare,UnitedHealth Group
Pamela Z. Taylor,USA,100-300,Western State University,Cybersecurity,Consulting,Accenture
Shirley R. Hughes,Canada,Top 100,Northern University of Excellence,Cybersecurity,Tech,Google
Wei G. Smith,UK,300+,Imperial Higher Learning Center,Cloud,Other,Standard Bank
Mary N. Ramos,Canada,100-300,Great Lakes Polytechnic Institute,AI/ML,Other,Standard Bank
Aaron D. Ruiz,UK,300+,Imperial Higher Learning Center,Cybersecurity,Finance,General Corp
Nicole H. Wright,Canada,100-300,Great Lakes Polytechnic Institute,AI/ML,Finance,General Corp
Emma D. Robinson,India,300+,Technical Technology and Science,AI/ML,Healthcare,Sanofi
Sandra Q. Campbell,USA,300+,Eastern Community College,AI/ML,Manufacturing,Boeing
Angela W. Gomez,Germany,300+,Berlin Regional University,Data Science,Finance,General Corp
Jennifer E. Bennett,India,300+,Technical Technology and Science,Cybersecurity,Tech,Apple
Lisa E. Peterson,Canada,100-300,Great Lakes Polytechnic Institute,Cloud,Consulting,KPMG
Frank Z. Mendoza,UK,Top 100,Northern Research University,Cybersecurity,Tech,Amazon
Carl G. Cruz,Germany,300+,Berlin Regional University,AI/ML,Finance,General Corp
Richard S. Brown,UK,Top 100,Northern Research University,Cybersecurity,Consulting,Accenture
Mary N. Myers,UK,300+,Imperial Higher Learning Center,Cloud,Manufacturing,Samsung
Li C. Moore,USA,300+,Eastern Community College,Cloud,Healthcare,Roche
Ashley D. Lopez,Canada,300+,Northern Community College,AI/ML,Healthcare,AstraZeneca
Emma C. Morris,USA,100-300,Western State University,Cloud,Consulting,EY
Greta L. King,UK,Top 100,Northern Research University,AI/ML,Healthcare,Sanofi
Charles G. Wilson,USA,300+,Eastern Community College,Cybersecurity,Tech,Salesforce
Greta W. Carter,India,300+,Technical Technology and Science,Core CS,Other,Retail Corp
Shirley W. Sanders,UK,300+,Imperial Higher Learning Center,Cybersecurity,Consulting,Oliver Wyman
Sharon C. White,UK,300+,Imperial Higher Learning Center,Core CS,Consulting,EY
Aaron G. Torres,India,300+,Technical Technology and Science,Cybersecurity,Finance,General Corp
Timothy M. Lopez,UK,Top 100,Northern Research University,Cloud,Tech,Adobe
Amanda Y. Flores,Germany,300+,Berlin Regional University,Cybersecurity,Finance,General Corp
Alice I. Bennett,Germany,100-300,Frankfurt Applied Science University,Cybersecurity,Other,Non-Profit Org
Brenda U. Martinez,Canada,100-300,Great Lakes Polytechnic Institute,Cybersecurity,Other,Local Startup
Hans Z. Hill,Canada,300+,Northern Community College,Data Science,Other,Local Startup
Brenda C. Allen,USA,300+,Eastern Community College,Data Science,Consulting,Deloitte
William E. White,USA,Top 100,Federal Research University,Core CS,Tech,NVIDIA
Matthew F. Myers,India,100-300,Delhi Technology and Science,Data Science,Consulting,McKinsey & Company
John N. Ortiz,India,300+,Technical Technology and Science,Data Science,Other,Government Agency
Tyler E. Castillo,UK,300+,Imperial Higher Learning Center,Cloud,Manufacturing,Caterpillar
Matthew P. White,Canada,100-300,Great Lakes Polytechnic Institute,Cloud,Healthcare,Medtronic
Christopher F. Phillips,Canada,300+,Northern Community College,Core CS,Finance,General Corp
Larry G. Clark,Canada,100-300,Great Lakes Polytechnic Institute,Cloud,Manufacturing,Ford
Amanda S. Smith,Canada,100-300,Great Lakes Polytechnic Institute,Core CS,Tech,Oracle
David C. Mitchell,USA,300+,Eastern Community College,Cloud,Consulting,Bain & Company
Jennifer R. White,Germany,100-300,Frankfurt Applied Science University,Core CS,Healthcare,Sanofi
Lisa P. Miller,India,300+,Technical Technology and Science,Core CS,Tech,Google
Ashley I. Reed,India,100-300,Delhi Technology and Science,Cybersecurity,Tech,Tesla
Anthony U. Nelson,Canada,300+,Northern Community College,Core CS,Tech,Oracle
James W. Edwards,Canada,100-300,Great Lakes Polytechnic Institute,Core CS,Other,Retail Corp
Brian N. Cooper,USA,100-300,Western State University,Core CS,Healthcare,Mayo Clinic
Benjamin C. Sanders,USA,300+,Eastern Community College,AI/ML,Healthcare,Pfizer
Jessica R. Thomas,India,100-300,Delhi Technology and Science,Core CS,Tech,Amazon
Ashley O. Moore,Canada,300+,Northern Community College,Cybersecurity,Other,Retail Corp
Susan R. Turner,Canada,100-300,Great Lakes Polytechnic Institute,AI/ML,Tech,IBM
Pamela U. Clark,India,Top 100,Indian Institute of Advanced Technology,Cybersecurity,Finance,General Corp
Samuel G. Adams,USA,300+,Eastern Community College,Cybersecurity,Finance,General Corp
Charles I. Howard,India,100-300,Delhi Technology and Science,Cybersecurity,Healthcare,Roche
Gary J. Brooks,USA,300+,Eastern Community College,Cloud,Healthcare,Mayo Clinic
Nancy U. Martinez,USA,300+,Eastern Community College,Core CS,Finance,General Corp
Donna Y. Gomez,USA,300+,Eastern Community College,Cloud,Healthcare,Novartis
Ashley C. Mendoza,Canada,100-300,Great Lakes Polytechnic Institute,Cybersecurity,Manufacturing,Toyota
Mark W. King,India,300+,Technical Technology and Science,Core CS,Tech,Salesforce
Samuel K. Martinez,USA,300+,Eastern Community College,Cybersecurity,Tech,IBM
Raymond B. Foster,Germany,Top 100,Technical Technical University of Excellence,Cloud,Manufacturing,Siemens
Angela B. Brown,USA,Top 100,Federal Research University,Data Science,Finance,General Corp
Stephanie E. Moore,USA,100-300,Western State University,AI/ML,Finance,General Corp
Sandra T. Morris,USA,100-300,Western State University,Cybersecurity,Manufacturing,Honda
Benjamin W. Mendoza,UK,300+,Imperial Higher Learning Center,Cloud,Manufacturing,Samsung
Jessica X. Foster,Germany,300+,Berlin Regional University,Cloud,Healthcare,Roche
Angela F. Murphy,Canada,100-300,Great Lakes Polytechnic Institute,Core CS,Consulting,PwC
Diane H. Hernandez,India,Top 100,Indian Institute of Advanced Technology,Cloud,Finance,General Corp
Gary L. Price,India,Top 100,Indian Institute of Advanced Technology,Data Science,Finance,General Corp
Helen J. Baker,India,100-300,Delhi Technology and Science,Cybersecurity,Finance,General Corp
Nicole W. Wright,Canada,300+,Northern Community College,Core CS,Manufacturing,Samsung
Charles U. Walker,USA,300+,Eastern Community College,Cybersecurity,Finance,General Corp
Gregory F. Adams,Germany,300+,Berlin Regional University,Data Science,Finance,General Corp
Elizabeth D. Howard,India,100-300,Delhi Technology and Science,Core CS,Other,Government Agency
Laura M. Sanchez,UK,100-300,Northern State University,Data Science,Healthcare,Medtronic
Samuel A. Evans,UK,Top 100,Northern Research University,Cloud,Manufacturing,Samsung
Tyler E. Martinez,Germany,300+,Berlin Regional University,Data Science,Manufacturing,Siemens
Michelle H. Rogers,India,100-300,Delhi Technology and Science,Cloud,Healthcare,Merck
Kimberly U. Price,USA,300+,Eastern Community College,AI/ML,Consulting,Capgemini
Li P. Ross,India,300+,Technical Technology and Science,Core CS,Manufacturing,BMW
Mark X. Gomez,USA,300+,Eastern Community College,Core CS,Healthcare,Sanofi
Emma X. Perez,India,100-300,Delhi Technology and Science,AI/ML,Tech,Meta
Helen Z. Lee,UK,300+,Imperial Higher Learning Center,Cybersecurity,Healthcare,AstraZeneca
Kevin X. Cruz,Canada,300+,Northern Community College,Cybersecurity,Tech,Salesforce
Frank N. James,Germany,100-300,Frankfurt Applied Science University,Cloud,Consulting,Bain & Company
Sharon S. Roberts,USA,300+,Eastern Community College,Core CS,Healthcare,Mayo Clinic
Jeffrey P. White,Canada,300+,Northern Community College,AI/ML,Manufacturing,Caterpillar
Carl R. Morgan,USA,Top 100,Federal Research University,Cloud,Manufacturing,General Electric
Matthew D. Green,Germany,100-300,Frankfurt Applied Science University,Cloud,Tech,NVIDIA
Edward S. Bennett,Canada,300+,Northern Community College,AI/ML,Healthcare,Johnson & Johnson
Patricia J. Sanchez,Canada,300+,Northern Community College,Core CS,Consulting,BCG
Margaret A. Ramos,Germany,100-300,Frankfurt Applied Science University,Data Science,Finance,General Corp
Laura F. Allen,Germany,300+,Berlin Regional University,Data Science,Healthcare,Sanofi
Betty L. Walker,USA,300+,Eastern Community College,Data Science,Healthcare,Novartis
David B. Peterson,Canada,100-300,Great Lakes Polytechnic Institute,Cloud,Finance,General Corp
Nicholas Y. Ross,Germany,100-300,Frankfurt Applied Science University,Cloud,Consulting,Deloitte
David V. Nguyen,USA,100-300,Western State University,Cybersecurity,Healthcare,Novartis
Gary I. Mendoza,India,300+,Technical Technology and Science,Cloud,Finance,General Corp
Gary J. Rogers,Germany,300+,Berlin Regional University,Cybersecurity,Finance,General Corp
Kevin Z. Turner,Canada,300+,Northern Community College,AI/ML,Finance,General Corp
Sandra R. Nguyen,India,300+,Technical Technology and Science,AI/ML,Consulting,PwC
Laura O. Hernandez,Germany,Top 100,Technical Technical University of Excellence,Core CS,Healthcare,Mayo Clinic
Linda U. Torres,UK,100-300,Northern State University,Core CS,Other,Retail Corp
